"source_system","website_id","original_sku","internal_sku","name","canonical_name","product_family","research_classification","strength_value","strength_unit","form","package_quantity","package_unit","storage_requirements","catalog_type","notes"
"woocommerce:oligopolypeptides.com","3316","ORP-MET-001","OP-R-03316","Metabolic Research Comparative Panel I","Metabolic Research Comparative Panel I","ORII Research Collections","Research collection","","","","","","","simple","Components, their strengths, and package configuration are absent from this export. Do not invent a single-vial strength or count.
Canonical names and classifications are suggested labels from the reference. Nominal amounts, where supplied, come from the catalog and are not laboratory verification. Physical form and storage are unknown. Unverified package conventions were left blank."
"woocommerce:oligopolypeptides.com","3317","ORP-MET-002","OP-R-03317","Metabolic Research Comparative Panel II","Metabolic Research Comparative Panel II","ORII Research Collections","Research collection","","","","","","","simple","Components, their strengths, and package configuration are absent from this export. Do not invent a single-vial strength or count.
Canonical names and classifications are suggested labels from the reference. Nominal amounts, where supplied, come from the catalog and are not laboratory verification. Physical form and storage are unknown. Unverified package conventions were left blank."
"woocommerce:oligopolypeptides.com","3318","ORP-MET-003","OP-R-03318","Triple Incretin Comparative Panel","Triple Incretin Comparative Panel","ORII Research Collections","Research collection","","","","","","","simple","Components, their strengths, and package configuration are absent from this export. Do not invent a single-vial strength or count.
Canonical names and classifications are suggested labels from the reference. Nominal amounts, where supplied, come from the catalog and are not laboratory verification. Physical form and storage are unknown. Unverified package conventions were left blank."
"woocommerce:oligopolypeptides.com","3319","ORP-RET-001","OP-R-03319","Retatrutide Concentration Reference Set","Retatrutide Concentration Reference Set","ORII Research Collections","Research collection","","","","","","","simple","Components, their strengths, and package configuration are absent from this export. Do not invent a single-vial strength or count.
Canonical names and classifications are suggested labels from the reference. Nominal amounts, where supplied, come from the catalog and are not laboratory verification. Physical form and storage are unknown. Unverified package conventions were left blank."
"woocommerce:oligopolypeptides.com","3320","ORP-TIR-001","OP-R-03320","Tirzepatide Concentration Reference Set","Tirzepatide Concentration Reference Set","ORII Research Collections","Research collection","","","","","","","simple","Components, their strengths, and package configuration are absent from this export. Do not invent a single-vial strength or count.
Canonical names and classifications are suggested labels from the reference. Nominal amounts, where supplied, come from the catalog and are not laboratory verification. Physical form and storage are unknown. Unverified package conventions were left blank."
"woocommerce:oligopolypeptides.com","3321","ORP-SEM-001","OP-R-03321","Semaglutide Concentration Reference Set","Semaglutide Concentration Reference Set","ORII Research Collections","Research collection","","","","","","","simple","Components, their strengths, and package configuration are absent from this export. Do not invent a single-vial strength or count.
Canonical names and classifications are suggested labels from the reference. Nominal amounts, where supplied, come from the catalog and are not laboratory verification. Physical form and storage are unknown. Unverified package conventions were left blank."
"woocommerce:oligopolypeptides.com","3322","ORP-MSR-001","OP-R-03322","Metabolic Signaling Research Panel","Metabolic Signaling Research Panel","ORII Research Collections","Research collection","","","","","","","simple","Components, their strengths, and package configuration are absent from this export. Do not invent a single-vial strength or count.
Canonical names and classifications are suggested labels from the reference. Nominal amounts, where supplied, come from the catalog and are not laboratory verification. Physical form and storage are unknown. Unverified package conventions were left blank."
"woocommerce:oligopolypeptides.com","3323","ORP-CELL-001","OP-R-03323","Cellular Biology Research Panel","Cellular Biology Research Panel","ORII Research Collections","Research collection","","","","","","","simple","Components, their strengths, and package configuration are absent from this export. Do not invent a single-vial strength or count.
Canonical names and classifications are suggested labels from the reference. Nominal amounts, where supplied, come from the catalog and are not laboratory verification. Physical form and storage are unknown. Unverified package conventions were left blank."
"woocommerce:oligopolypeptides.com","3324","ORP-CELL-002","OP-R-03324","Cellular Bioenergetics Research Panel","Cellular Bioenergetics Research Panel","ORII Research Collections","Research collection","","","","","","","simple","Components, their strengths, and package configuration are absent from this export. Do not invent a single-vial strength or count.
Canonical names and classifications are suggested labels from the reference. Nominal amounts, where supplied, come from the catalog and are not laboratory verification. Physical form and storage are unknown. Unverified package conventions were left blank."
"woocommerce:oligopolypeptides.com","3325","ORP-NEURO-001","OP-R-03325","Neurobiology Research Panel","Neurobiology Research Panel","ORII Research Collections","Research collection","","","","","","","simple","Components, their strengths, and package configuration are absent from this export. Do not invent a single-vial strength or count.
Canonical names and classifications are suggested labels from the reference. Nominal amounts, where supplied, come from the catalog and are not laboratory verification. Physical form and storage are unknown. Unverified package conventions were left blank."
"woocommerce:oligopolypeptides.com","3326","ORP-NEURO-002","OP-R-03326","Cellular & Neurobiology Reference Set","Cellular & Neurobiology Reference Set","ORII Research Collections","Research collection","","","","","","","simple","Components, their strengths, and package configuration are absent from this export. Do not invent a single-vial strength or count.
Canonical names and classifications are suggested labels from the reference. Nominal amounts, where supplied, come from the catalog and are not laboratory verification. Physical form and storage are unknown. Unverified package conventions were left blank."
"woocommerce:oligopolypeptides.com","3327","ORP-DISC-001","OP-R-03327","OligoPoly Discovery Collection","OligoPoly Discovery Collection","ORII Research Collections","Research collection","","","","","","","simple","Components, their strengths, and package configuration are absent from this export. Do not invent a single-vial strength or count.
Canonical names and classifications are suggested labels from the reference. Nominal amounts, where supplied, come from the catalog and are not laboratory verification. Physical form and storage are unknown. Unverified package conventions were left blank."
"woocommerce:oligopolypeptides.com","3474","OP-STACK-METABOLIC","OP-R-03474","Metabolic Pathways Research Collection","Metabolic Pathways Research Collection","Metabolic Systems Research","Research collection","","","","","","","mix-and-match","Components, their strengths, and package configuration are absent from this export. Do not invent a single-vial strength or count.
Canonical names and classifications are suggested labels from the reference. Nominal amounts, where supplied, come from the catalog and are not laboratory verification. Physical form and storage are unknown. Unverified package conventions were left blank."
"woocommerce:oligopolypeptides.com","3477","OP-STACK-CELLULAR","OP-R-03477","Cellular Energy Research Collection","Cellular Energy Research Collection","Cellular Energy Research","Research collection","","","","","","","mix-and-match","Components, their strengths, and package configuration are absent from this export. Do not invent a single-vial strength or count.
Canonical names and classifications are suggested labels from the reference. Nominal amounts, where supplied, come from the catalog and are not laboratory verification. Physical form and storage are unknown. Unverified package conventions were left blank."
"woocommerce:oligopolypeptides.com","3480","OP-STACK-NEURO","OP-R-03480","Neurocognitive Pathways Research Collection","Neurocognitive Pathways Research Collection","Cognitive Systems Research","Research collection","","","","","","","mix-and-match","Components, their strengths, and package configuration are absent from this export. Do not invent a single-vial strength or count.
Canonical names and classifications are suggested labels from the reference. Nominal amounts, where supplied, come from the catalog and are not laboratory verification. Physical form and storage are unknown. Unverified package conventions were left blank."
"woocommerce:oligopolypeptides.com","3483","OP-STACK-REGEN","OP-R-03483","Regenerative Biology Research Collection","Regenerative Biology Research Collection","Regenerative Biology Research","Research collection","","","","","","","mix-and-match","Components, their strengths, and package configuration are absent from this export. Do not invent a single-vial strength or count.
Canonical names and classifications are suggested labels from the reference. Nominal amounts, where supplied, come from the catalog and are not laboratory verification. Physical form and storage are unknown. Unverified package conventions were left blank."
